name,use,name_en,name_ch
T50.5X4S,1,"Poisoning by appetite depressants, undetermined, sequela",食慾抑制劑意圖未明中毒之後遺症
T50.5X5,0,Adverse effect of appetite depressants,食慾抑制劑不良反應
T50.5X5A,1,"Adverse effect of appetite depressants, initial encounter",食慾抑制劑不良反應之初期照護
T50.5X5D,1,"Adverse effect of appetite depressants, subsequent encounter",食慾抑制劑不良反應之後續照護
T50.5X5S,1,"Adverse effect of appetite depressants, sequela",食慾抑制劑不良反應之後遺症
T50.5X6,0,Underdosing of appetite depressants,食慾抑制劑劑量不足
T50.5X6A,1,"Underdosing of appetite depressants, initial encounter",食慾抑制劑劑量不足之初期照護
T50.5X6D,1,"Underdosing of appetite depressants, subsequent encounter",食慾抑制劑劑量不足之後續照護
T50.5X6S,1,"Underdosing of appetite depressants, sequela",食慾抑制劑劑量不足之後遺症
T50.6,0,"Poisoning by, adverse effect of and underdosing of antidotes and chelating agents",解毒劑及螫合劑中毒、不良反應或劑量不足
T50.6X,0,"Poisoning by, adverse effect of and underdosing of antidotes and chelating agents",解毒劑及螫合劑中毒、不良反應或劑量不足
T50.6X1,0,"Poisoning by antidotes and chelating agents, accidental (unintentional)",解毒劑及螫合劑意外中毒
T50.6X1A,1,"Poisoning by antidotes and chelating agents, accidental (unintentional), initial encounter",解毒劑及螫合劑意外中毒之初期照護
T50.6X1D,1,"Poisoning by antidotes and chelating agents, accidental (unintentional), subsequent encounter",解毒劑及螫合劑意外中毒之後續照護
T50.6X1S,1,"Poisoning by antidotes and chelating agents, accidental (unintentional), sequela",解毒劑及螫合劑意外中毒之後遺症
T50.6X2,0,"Poisoning by antidotes and chelating agents, intentional self-harm",解毒劑及螫合劑故意自我傷害中毒
T50.6X2A,1,"Poisoning by antidotes and chelating agents, intentional self-harm, initial encounter",解毒劑及螫合劑故意自我傷害中毒之初期照護
T50.6X2D,1,"Poisoning by antidotes and chelating agents, intentional self-harm, subsequent encounter",解毒劑及螫合劑故意自我傷害中毒之後續照護
T50.6X2S,1,"Poisoning by antidotes and chelating agents, intentional self-harm, sequela",解毒劑及螫合劑故意自我傷害中毒之後遺症
T50.6X3,0,"Poisoning by antidotes and chelating agents, assault",解毒劑及螫合劑被加害中毒
T50.6X3A,1,"Poisoning by antidotes and chelating agents, assault, initial encounter",解毒劑及螫合劑被加害中毒之初期照護
T50.6X3D,1,"Poisoning by antidotes and chelating agents, assault, subsequent encounter",解毒劑及螫合劑被加害中毒之後續照護
T50.6X3S,1,"Poisoning by antidotes and chelating agents, assault, sequela",解毒劑及螫合劑被加害中毒之後遺症
T50.6X4,0,"Poisoning by antidotes and chelating agents, undetermined",解毒劑及螫合劑意圖未明中毒
T50.6X4A,1,"Poisoning by antidotes and chelating agents, undetermined, initial encounter",解毒劑及螫合劑意圖未明中毒之初期照護
T50.6X4D,1,"Poisoning by antidotes and chelating agents, undetermined, subsequent encounter",解毒劑及螫合劑意圖未明中毒之後續照護
T50.6X4S,1,"Poisoning by antidotes and chelating agents, undetermined, sequela",解毒劑及螫合劑意圖未明中毒之後遺症
T50.6X5,0,Adverse effect of antidotes and chelating agents,解毒劑及螫合劑意圖未明中毒
T50.6X5A,1,"Adverse effect of antidotes and chelating agents, initial encounter",解毒劑及螫合劑不良反應之初期照護
T50.6X5D,1,"Adverse effect of antidotes and chelating agents, subsequent encounter",解毒劑及螫合劑不良反應之後續照護
T50.6X5S,1,"Adverse effect of antidotes and chelating agents, sequela",解毒劑及螫合劑不良反應之後遺症
T50.6X6,0,Underdosing of antidotes and chelating agents,解毒劑及螫合劑劑量不足
T50.6X6A,1,"Underdosing of antidotes and chelating agents, initial encounter",解毒劑及螫合劑劑量不足之初期照護
T50.6X6D,1,"Underdosing of antidotes and chelating agents, subsequent encounter",解毒劑及螫合劑劑量不足之後續照護
T50.6X6S,1,"Underdosing of antidotes and chelating agents, sequela",解毒劑及螫合劑劑量不足之後遺症
T50.7,0,"Poisoning by, adverse effect of and underdosing of analeptics and opioid receptor antagonists",興奮劑、鴉片接受體拮抗劑中毒、不良反應或劑量不足
T50.7X,0,"Poisoning by, adverse effect of and underdosing of analeptics and opioid receptor antagonists",興奮劑、鴉片接受體拮抗劑中毒、不良反應或劑量不足
T50.7X1,0,"Poisoning by analeptics and opioid receptor antagonists, accidental (unintentional)",興奮劑、鴉片接受體拮抗劑意外中毒
T50.7X1A,1,"Poisoning by analeptics and opioid receptor antagonists, accidental (unintentional), initial encounter",興奮劑、鴉片接受體拮抗劑意外中毒之初期照護
T50.7X1D,1,"Poisoning by analeptics and opioid receptor antagonists, accidental (unintentional), subsequent encounter",興奮劑、鴉片接受體拮抗劑意外中毒之後續照護
T50.7X1S,1,"Poisoning by analeptics and opioid receptor antagonists, accidental (unintentional), sequela",興奮劑鴉片接受體拮抗劑意外中毒之後遺症
T50.7X2,0,"Poisoning by analeptics and opioid receptor antagonists, intentional self-harm",興奮劑、鴉片接受體拮抗劑故意自我傷害中毒
T50.7X2A,1,"Poisoning by analeptics and opioid receptor antagonists, intentional self-harm, initial encounter",興奮劑、鴉片接受體拮抗劑故意自我傷害中毒之初期照護
T50.7X2D,1,"Poisoning by analeptics and opioid receptor antagonists, intentional self-harm, subsequent encounter",興奮劑、鴉片接受體拮抗劑故意自我傷害中毒之後續照護
T50.7X2S,1,"Poisoning by analeptics and opioid receptor antagonists, intentional self-harm, sequela",興奮劑、鴉片接受體拮抗劑故意自我傷害中毒之後遺症
T50.7X3,0,"Poisoning by analeptics and opioid receptor antagonists, assault",興奮劑、鴉片接受體拮抗劑被加害中毒
T50.7X3A,1,"Poisoning by analeptics and opioid receptor antagonists, assault, initial encounter",興奮劑、鴉片接受體拮抗劑被加害中毒之初期照護
T50.7X3D,1,"Poisoning by analeptics and opioid receptor antagonists, assault, subsequent encounter",興奮劑、鴉片接受體拮抗劑被加害中毒之後續照護
T50.7X3S,1,"Poisoning by analeptics and opioid receptor antagonists, assault, sequela",興奮劑、鴉片接受體拮抗劑被加害中毒之後遺症
T50.7X4,0,"Poisoning by analeptics and opioid receptor antagonists, undetermined",興奮劑、鴉片接受體拮抗劑意圖未明中毒
T50.7X4A,1,"Poisoning by analeptics and opioid receptor antagonists, undetermined, initial encounter",興奮劑、鴉片接受體拮抗劑意圖未明中毒之初期照護
T50.7X4D,1,"Poisoning by analeptics and opioid receptor antagonists, undetermined, subsequent encounter",興奮劑、鴉片接受體拮抗劑意圖未明中毒之後續照護
T50.7X4S,1,"Poisoning by analeptics and opioid receptor antagonists, undetermined, sequela",興奮劑、鴉片接受體拮抗劑意圖未明中毒之後遺症
T50.7X5,0,Adverse effect of analeptics and opioid receptor antagonists,興奮劑、鴉片接受體拮抗劑不良反應
T50.7X5A,1,"Adverse effect of analeptics and opioid receptor antagonists, initial encounter",興奮劑、鴉片接受體拮抗劑不良反應之初期照護
T50.7X5D,1,"Adverse effect of analeptics and opioid receptor antagonists, subsequent encounter",興奮劑、鴉片接受體拮抗劑不良反應之後續照護
T50.7X5S,1,"Adverse effect of analeptics and opioid receptor antagonists, sequela",興奮劑、鴉片接受體拮抗劑不良反應之後遺症
T50.7X6,0,Underdosing of analeptics and opioid receptor antagonists,興奮劑、鴉片接受體拮抗劑劑量不足
T50.7X6A,1,"Underdosing of analeptics and opioid receptor antagonists, initial encounter",興奮劑、鴉片接受體拮抗劑劑量不足之初期照護
T50.7X6D,1,"Underdosing of analeptics and opioid receptor antagonists, subsequent encounter",興奮劑、鴉片接受體拮抗劑劑量不足之後續照護
T50.7X6S,1,"Underdosing of analeptics and opioid receptor antagonists, sequela",興奮劑、鴉片接受體拮抗劑劑量不足之後遺症
T50.8,0,"Poisoning by, adverse effect of and underdosing of diagnostic agents",診斷用藥物中毒、不良反應或劑量不足
T50.8X,0,"Poisoning by, adverse effect of and underdosing of diagnostic agents",診斷用藥物中毒、不良反應或劑量不足
T50.8X1,0,"Poisoning by diagnostic agents, accidental (unintentional)",診斷用藥物意外中毒
T50.8X1A,1,"Poisoning by diagnostic agents, accidental (unintentional), initial encounter",診斷用藥物意外中毒之初期照護
T50.8X1D,1,"Poisoning by diagnostic agents, accidental (unintentional), subsequent encounter",診斷用藥物意外中毒之後續照護
T50.8X1S,1,"Poisoning by diagnostic agents, accidental (unintentional), sequela",診斷用藥物意外中毒之後遺症
T50.8X2,0,"Poisoning by diagnostic agents, intentional self-harm",診斷用藥物故意自我傷害中毒
T50.8X2A,1,"Poisoning by diagnostic agents, intentional self-harm, initial encounter",診斷用藥物故意自我傷害中毒之初期照護
T50.8X2D,1,"Poisoning by diagnostic agents, intentional self-harm, subsequent encounter",診斷用藥物故意自我傷害中毒之後續照護
T50.8X2S,1,"Poisoning by diagnostic agents, intentional self-harm, sequela",診斷用藥物故意自我傷害中毒之後遺症
T50.8X3,0,"Poisoning by diagnostic agents, assault",診斷用藥物被加害中毒
T50.8X3A,1,"Poisoning by diagnostic agents, assault, initial encounter",診斷用藥物被加害中毒之初期照護
T50.8X3D,1,"Poisoning by diagnostic agents, assault, subsequent encounter",診斷用藥物被加害中毒之後續照護
T50.8X3S,1,"Poisoning by diagnostic agents, assault, sequela",診斷用藥物被加害中毒之後遺症
T50.8X4,0,"Poisoning by diagnostic agents, undetermined",診斷用藥物意圖未明中毒
T50.8X4A,1,"Poisoning by diagnostic agents, undetermined, initial encounter",診斷用藥物意圖未明中毒之初期照護
T50.8X4D,1,"Poisoning by diagnostic agents, undetermined, subsequent encounter",診斷用藥物意圖未明中毒之後續照護
T50.8X4S,1,"Poisoning by diagnostic agents, undetermined, sequela",診斷用藥物意圖未明中毒之後遺症
T50.8X5,0,Adverse effect of diagnostic agents,診斷用藥物不良反應
T50.8X5A,1,"Adverse effect of diagnostic agents, initial encounter",診斷用藥物不良反應之初期照護
T50.8X5D,1,"Adverse effect of diagnostic agents, subsequent encounter",診斷用藥物不良反應之後續照護
T50.8X5S,1,"Adverse effect of diagnostic agents, sequela",診斷用藥物不良反應之後遺症
T50.8X6,0,Underdosing of diagnostic agents,診斷用藥物劑量不足
T50.8X6A,1,"Underdosing of diagnostic agents, initial encounter",診斷用藥物劑量不足之初期照護
T50.8X6D,1,"Underdosing of diagnostic agents, subsequent encounter",診斷用藥物劑量不足之後續照護
T50.8X6S,1,"Underdosing of diagnostic agents, sequela",診斷用藥物劑量不足之後遺症
T50.9,0,"Poisoning by, adverse effect of and underdosing of other and unspecified drugs, medicaments and biological substances",其他和未明示藥物、藥物或生物物質中毒、不良反應或劑量不足
T50.90,0,"Poisoning by, adverse effect of and underdosing of unspecified drugs, medicaments and biological substances",未明示藥物、藥物或生物物質中毒、不良反應或劑量不足
T50.901,0,"Poisoning by unspecified drugs, medicaments and biological substances, accidental (unintentional)",未明示藥物、藥物或生物物質意外中毒
T50.901A,1,"Poisoning by unspecified drugs, medicaments and biological substances, accidental (unintentional), initial encounter",未明示藥物、藥物或生物物質意外中毒之初期照護
T50.901D,1,"Poisoning by unspecified drugs, medicaments and biological substances, accidental (unintentional), subsequent encounter",未明示藥物、藥物或生物物質意外中毒之後續照護
T50.901S,1,"Poisoning by unspecified drugs, medicaments and biological substances, accidental (unintentional), sequela",未明示藥物、藥物或生物物質意外中毒之後遺症
T50.902,0,"Poisoning by unspecified drugs, medicaments and biological substances, intentional self-harm",未明示藥物、藥物或生物物質故意自我傷害中毒
T50.902A,1,"Poisoning by unspecified drugs, medicaments and biological substances, intentional self-harm, initial encounter",未明示藥物、藥物或生物物質故意自我傷害中毒之初期照護
T50.902D,1,"Poisoning by unspecified drugs, medicaments and biological substances, intentional self-harm, subsequent encounter",未明示藥物、藥物或生物物質故意自我傷害中毒之後續照護
T50.902S,1,"Poisoning by unspecified drugs, medicaments and biological substances, intentional self-harm, sequela",未明示藥物、藥物或生物物質故意自我傷害中毒之後遺症
T50.903,0,"Poisoning by unspecified drugs, medicaments and biological substances, assault",未明示藥物、藥物或生物物質被加害中毒
T50.903A,1,"Poisoning by unspecified drugs, medicaments and biological substances, assault, initial encounter",未明示藥物、藥物或生物物質被加害中毒之初期照護
T50.903D,1,"Poisoning by unspecified drugs, medicaments and biological substances, assault, subsequent encounter",未明示藥物、藥物或生物物質被加害中毒之後續照護
T50.903S,1,"Poisoning by unspecified drugs, medicaments and biological substances, assault, sequela",未明示藥物、藥物或生物物質被加害中毒之後遺症
T50.904,0,"Poisoning by unspecified drugs, medicaments and biological substances, undetermined",未明示藥物、藥物或生物物質意圖未明中毒
T50.904A,1,"Poisoning by unspecified drugs, medicaments and biological substances, undetermined, initial encounter",未明示藥物、藥物或生物物質意圖未明中毒之初期照護
T50.904D,1,"Poisoning by unspecified drugs, medicaments and biological substances, undetermined, subsequent encounter",未明示藥物、藥物或生物物質意圖未明中毒之後續照護
T50.904S,1,"Poisoning by unspecified drugs, medicaments and biological substances, undetermined, sequela",未明示藥物、藥物或生物物質意圖未明中毒之後遺症
T50.905,0,"Adverse effect of unspecified drugs, medicaments and biological substances",未明示藥物、藥物或生物物質不良反應
T50.905A,1,"Adverse effect of unspecified drugs, medicaments and biological substances, initial encounter",未明示藥物、藥物或生物物質不良反應之初期照護
T50.905D,1,"Adverse effect of unspecified drugs, medicaments and biological substances, subsequent encounter",未明示藥物、藥物或生物物質不良反應之後續照護
T50.905S,1,"Adverse effect of unspecified drugs, medicaments and biological substances, sequela",未明示藥物、藥物或生物物質不良反應之後遺症
T50.906,0,"Underdosing of unspecified drugs, medicaments and biological substances",未明示藥物、藥物或生物物質劑量不足
T50.906A,1,"Underdosing of unspecified drugs, medicaments and biological substances, initial encounter",未明示藥物、藥物或生物物質劑量不足之初期照護
T50.906D,1,"Underdosing of unspecified drugs, medicaments and biological substances, subsequent encounter",未明示藥物、藥物或生物物質劑量不足之後續照護
T50.906S,1,"Underdosing of unspecified drugs, medicaments and biological substances, sequela",未明示藥物、藥物或生物物質劑量不足之後遺症
T50.91,0,"Poisoning by, adverse effect of and underdosing of multiple unspecified drugs, medicaments and biological substances",多種未明示藥物、藥物或生物物質中毒、不良反應或劑量不足
T50.911,0,"Poisoning by multiple unspecified drugs, medicaments and biological substances, accidental (unintentional)",多種未明示藥物、藥物或生物物質意外中毒
T50.911A,1,"Poisoning by multiple unspecified drugs, medicaments and biological substances, accidental (unintentional), initial encounter",多種未明示藥物、藥物或生物物質意外中毒之初期照護
T50.911D,1,"Poisoning by multiple unspecified drugs, medicaments and biological substances, accidental (unintentional), subsequent encounter",多種未明示藥物、藥物或生物物質意外中毒之後續照護
T50.911S,1,"Poisoning by multiple unspecified drugs, medicaments and biological substances, accidental (unintentional), sequela",多種未明示藥物、藥物或生物物質意外中毒之後遺症
T50.912,0,"Poisoning by multiple unspecified drugs, medicaments and biological substances, intentional self-harm",多種未明示藥物、藥物或生物物質故意自我傷害中毒
T50.912A,1,"Poisoning by multiple unspecified drugs, medicaments and biological substances, intentional self-harm, initial encounter",多種未明示藥物、藥物或生物物質故意自我傷害中毒之初期照護
T50.912D,1,"Poisoning by multiple unspecified drugs, medicaments and biological substances, intentional self-harm, subsequent encounter",多種未明示藥物、藥物或生物物質故意自我傷害中毒之後續照護
T50.912S,1,"Poisoning by multiple unspecified drugs, medicaments and biological substances, intentional self-harm, sequela",多種未明示藥物、藥物或生物物質故意自我傷害中毒之後遺症
T50.913,0,"Poisoning by multiple unspecified drugs, medicaments and biological substances, assault",多種未明示藥物、藥物或生物物質被加害中毒
T50.913A,1,"Poisoning by multiple unspecified drugs, medicaments and biological substances, assault, initial encounter",多種未明示藥物、藥物或生物物質被加害中毒之初期照護
T50.913D,1,"Poisoning by multiple unspecified drugs, medicaments and biological substances, assault, subsequent encounter",多種未明示藥物、藥物或生物物質被加害中毒之後續照護
T50.913S,1,"Poisoning by multiple unspecified drugs, medicaments and biological substances, assault, sequela",多種未明示藥物、藥物或生物物質被加害中毒之後遺症
T50.914,0,"Poisoning by multiple unspecified drugs, medicaments and biological substances, undetermined",多種未明示藥物、藥物或生物物質意圖未明中毒
T50.914A,1,"Poisoning by multiple unspecified drugs, medicaments and biological substances, undetermined, initial encounter",多種未明示藥物、藥物或生物物質意圖未明中毒之初期照護
T50.914D,1,"Poisoning by multiple unspecified drugs, medicaments and biological substances, undetermined, subsequent encounter",多種未明示藥物、藥物或生物物質意圖未明中毒之後續照護
T50.914S,1,"Poisoning by multiple unspecified drugs, medicaments and biological substances, undetermined, sequela",多種未明示藥物、藥物或生物物質意圖未明中毒之後遺症
T50.915,0,"Adverse effect of multiple unspecified drugs, medicaments and biological substances",多種未明示藥物、藥物或生物物質不良反應
T50.915A,1,"Adverse effect of multiple unspecified drugs, medicaments and biological substances, initial encounter",多種未明示藥物、藥物或生物物質不良反應之初期照護
T50.915D,1,"Adverse effect of multiple unspecified drugs, medicaments and biological substances, subsequent encounter",多種未明示藥物、藥物或生物物質不良反應之後續照護
T50.915S,1,"Adverse effect of multiple unspecified drugs, medicaments and biological substances, sequela",多種未明示藥物、藥物或生物物質不良反應之後遺症
T50.916,0,"Underdosing of multiple unspecified drugs, medicaments and biological substances",多種未明示藥物、藥物或生物物質劑量不足
T50.916A,1,"Underdosing of multiple unspecified drugs, medicaments and biological substances, initial encounter",多種未明示藥物、藥物或生物物質劑量不足之初期照護
T50.916D,1,"Underdosing of multiple unspecified drugs, medicaments and biological substances, subsequent encounter",多種未明示藥物、藥物或生物物質劑量不足之後續照護
T50.916S,1,"Underdosing of multiple unspecified drugs, medicaments and biological substances, sequela",多種未明示藥物、藥物或生物物質劑量不足之後遺症
T50.99,0,"Poisoning by, adverse effect of and underdosing of other drugs, medicaments and biological substances",其他藥物、藥物或生物物質中毒、不良反應或劑量不足
T50.991,0,"Poisoning by other drugs, medicaments and biological substances, accidental (unintentional)",其他藥物、藥物或生物物質意外中毒
T50.991A,1,"Poisoning by other drugs, medicaments and biological substances, accidental (unintentional), initial encounter",其他藥物、藥物或生物物質意外中毒之初期照護
T50.991D,1,"Poisoning by other drugs, medicaments and biological substances, accidental (unintentional), subsequent encounter",其他藥物、藥物或生物物質意外中毒之後續照護
T50.991S,1,"Poisoning by other drugs, medicaments and biological substances, accidental (unintentional), sequela",其他藥物、藥物或生物物質意外中毒之後遺症
T50.992,0,"Poisoning by other drugs, medicaments and biological substances, intentional self-harm",其他藥物、藥物或生物物質故意自我傷害中毒
T50.992A,1,"Poisoning by other drugs, medicaments and biological substances, intentional self-harm, initial encounter",其他藥物、藥物或生物物質故意自我傷害中毒之初期照護
T50.992D,1,"Poisoning by other drugs, medicaments and biological substances, intentional self-harm, subsequent encounter",其他藥物、藥物或生物物質故意自我傷害中毒之後續照護
T50.992S,1,"Poisoning by other drugs, medicaments and biological substances, intentional self-harm, sequela",其他藥物、藥物或生物物質故意自我傷害中毒之後遺症
T50.993,0,"Poisoning by other drugs, medicaments and biological substances, assault",其他藥物、藥物或生物物質被加害中毒
T50.993A,1,"Poisoning by other drugs, medicaments and biological substances, assault, initial encounter",其他藥物、藥物或生物物質被加害中毒之初期照護
T50.993D,1,"Poisoning by other drugs, medicaments and biological substances, assault, subsequent encounter",其他藥物、藥物或生物物質被加害中毒之後續照護
T50.993S,1,"Poisoning by other drugs, medicaments and biological substances, assault, sequela",其他藥物、藥物或生物物質被加害中毒之後遺症
T50.994,0,"Poisoning by other drugs, medicaments and biological substances, undetermined",其他藥物、藥物或生物物質意圖未明中毒
T50.994A,1,"Poisoning by other drugs, medicaments and biological substances, undetermined, initial encounter",其他藥物、藥物或生物物質意圖未明中毒之初期照護
T50.994D,1,"Poisoning by other drugs, medicaments and biological substances, undetermined, subsequent encounter",其他藥物、藥物或生物物質意圖未明中毒之後續照護
T50.994S,1,"Poisoning by other drugs, medicaments and biological substances, undetermined, sequela",其他藥物、藥物或生物物質意圖未明中毒之後遺症
T50.995,0,"Adverse effect of other drugs, medicaments and biological substances",其他藥物、藥物或生物物質不良反應
T50.995A,1,"Adverse effect of other drugs, medicaments and biological substances, initial encounter",其他藥物、藥物或生物物質不良反應之初期照護
T50.995D,1,"Adverse effect of other drugs, medicaments and biological substances, subsequent encounter",其他藥物、藥物或生物物質不良反應之後續照護
T50.995S,1,"Adverse effect of other drugs, medicaments and biological substances, sequela",其他藥物、藥物或生物物質不良反應之後遺症
T50.996,0,"Underdosing of other drugs, medicaments and biological substances",其他藥物、藥物或生物物質劑量不足
T50.996A,1,"Underdosing of other drugs, medicaments and biological substances, initial encounter",其他藥物、藥物或生物物質劑量不足之初期照護
T50.996D,1,"Underdosing of other drugs, medicaments and biological substances, subsequent encounter",其他藥物、藥物或生物物質劑量不足之後續照護
T50.996S,1,"Underdosing of other drugs, medicaments and biological substances, sequela",其他藥物、藥物或生物物質劑量不足之後遺症
T50.A,0,"Poisoning by, adverse effect of and underdosing of bacterial vaccines",細菌性疫苗中毒、不良反應或劑量不足
T50.A1,0,"Poisoning by, adverse effect of and underdosing of pertussis vaccine, including combinations with a pertussis component",百日咳疫苗（包含百日咳之混合疫苗）中毒、不良反應或劑量不足
T50.A11,0,"Poisoning by pertussis vaccine, including combinations with a pertussis component, accidental (unintentional)",百日咳疫苗（包含百日咳之混合疫苗）意外中毒
T50.A11A,1,"Poisoning by pertussis vaccine, including combinations with a pertussis component, accidental (unintentional), initial encounter",百日咳疫苗（包含百日咳之混合疫苗）意外中毒之初期照護
T50.A11D,1,"Poisoning by pertussis vaccine, including combinations with a pertussis component, accidental (unintentional), subsequent encounter",百日咳疫苗（包含百日咳之混合疫苗）意外中毒之後續照護
T50.A11S,1,"Poisoning by pertussis vaccine, including combinations with a pertussis component, accidental (unintentional), sequela",百日咳疫苗（包含百日咳之混合疫苗）意外中毒之後遺症
T50.A12,0,"Poisoning by pertussis vaccine, including combinations with a pertussis component, intentional self-harm",百日咳疫苗（包含百日咳之混合疫苗）故意自我傷害中毒
T50.A12A,1,"Poisoning by pertussis vaccine, including combinations with a pertussis component, intentional self-harm, initial encounter",百日咳疫苗（包含百日咳之混合疫苗）故意自我傷害中毒之初期照護
T50.A12D,1,"Poisoning by pertussis vaccine, including combinations with a pertussis component, intentional self-harm, subsequent encounter",百日咳疫苗（包含百日咳之混合疫苗）故意自我傷害中毒之後續照護
T50.A12S,1,"Poisoning by pertussis vaccine, including combinations with a pertussis component, intentional self-harm, sequela",百日咳疫苗（包含百日咳之混合疫苗）故意自我傷害中毒之後遺症
T50.A13,0,"Poisoning by pertussis vaccine, including combinations with a pertussis component, assault",百日咳疫苗（包含百日咳之混合疫苗）被加害中毒
T50.A13A,1,"Poisoning by pertussis vaccine, including combinations with a pertussis component, assault, initial encounter",百日咳疫苗（包含百日咳之混合疫苗）被加害中毒之初期照護
T50.A13D,1,"Poisoning by pertussis vaccine, including combinations with a pertussis component, assault, subsequent encounter",百日咳疫苗（包含百日咳之混合疫苗）被加害中毒之後續照護
T50.A13S,1,"Poisoning by pertussis vaccine, including combinations with a pertussis component, assault, sequela",百日咳疫苗（包含百日咳之混合疫苗）被加害中毒之後遺症
T50.A14,0,"Poisoning by pertussis vaccine, including combinations with a pertussis component, undetermined",百日咳疫苗（包含百日咳之混合疫苗）意圖未明中毒
T50.A14A,1,"Poisoning by pertussis vaccine, including combinations with a pertussis component, undetermined, initial encounter",百日咳疫苗（包含百日咳之混合疫苗）意圖未明中毒之初期照護
T50.A14D,1,"Poisoning by pertussis vaccine, including combinations with a pertussis component, undetermined, subsequent encounter",百日咳疫苗（包含百日咳之混合疫苗）意圖未明中毒之後續照護
T50.A14S,1,"Poisoning by pertussis vaccine, including combinations with a pertussis component, undetermined, sequela",百日咳疫苗（包含百日咳之混合疫苗）意圖未明中毒之後遺症
T50.A15,0,"Adverse effect of pertussis vaccine, including combinations with a pertussis component",百日咳疫苗（包含百日咳之混合疫苗）所致不良反應
T50.A15A,1,"Adverse effect of pertussis vaccine, including combinations with a pertussis component, initial encounter",百日咳疫苗（包含百日咳之混合疫苗）不良反應之初期照護
T50.A15D,1,"Adverse effect of pertussis vaccine, including combinations with a pertussis component, subsequent encounter",百日咳疫苗（包含百日咳之混合疫苗）不良反應之後續照護
T50.A15S,1,"Adverse effect of pertussis vaccine, including combinations with a pertussis component, sequela",百日咳疫苗（包含百日咳之混合疫苗）不良反應之後遺症
T50.A16,0,"Underdosing of pertussis vaccine, including combinations with a pertussis component",百日咳疫苗（包含百日咳之混合疫苗）劑量不足
T50.A16A,1,"Underdosing of pertussis vaccine, including combinations with a pertussis component, initial encounter",百日咳疫苗（包含百日咳之混合疫苗）劑量不足之初期照護
T50.A16D,1,"Underdosing of pertussis vaccine, including combinations with a pertussis component, subsequent encounter",百日咳疫苗（包含百日咳之混合疫苗）劑量不足之後續照護
T50.A16S,1,"Underdosing of pertussis vaccine, including combinations with a pertussis component, sequela",百日咳疫苗（包含百日咳之混合疫苗）劑量不足之後遺症
T50.A2,0,"Poisoning by, adverse effect of and underdosing of mixed bacterial vaccines without a pertussis component",混合細菌性疫苗(不含百日混合疫苗)中毒、不良反應或劑量不足
T50.A21,0,"Poisoning by mixed bacterial vaccines without a pertussis component, accidental (unintentional)",混合細菌性疫苗（不含百日混合疫苗）意外中毒
T50.A21A,1,"Poisoning by mixed bacterial vaccines without a pertussis component, accidental (unintentional), initial encounter",混合細菌性疫苗（不含百日混合疫苗）意外中毒之初期照護
T50.A21D,1,"Poisoning by mixed bacterial vaccines without a pertussis component, accidental (unintentional), subsequent encounter",混合細菌性疫苗（不含百日混合疫苗）意外中毒之後續照護
T50.A21S,1,"Poisoning by mixed bacterial vaccines without a pertussis component, accidental (unintentional), sequela",混合細菌性疫苗（不含百日混合疫苗）意外中毒之後遺症
T50.A22,0,"Poisoning by mixed bacterial vaccines without a pertussis component, intentional self-harm",混合細菌性疫苗（不含百日混合疫苗）故意自我傷害中毒
T50.A22A,1,"Poisoning by mixed bacterial vaccines without a pertussis component, intentional self-harm, initial encounter",混合細菌性疫苗（不含百日混合疫苗）故意自我傷害中毒之初期照護
T50.A22D,1,"Poisoning by mixed bacterial vaccines without a pertussis component, intentional self-harm, subsequent encounter",混合細菌性疫苗（不含百日混合疫苗）故意自我傷害中毒之後續照護
T50.A22S,1,"Poisoning by mixed bacterial vaccines without a pertussis component, intentional self-harm, sequela",混合細菌性疫苗（不含百日混合疫苗）故意自我傷害中毒之後遺症
T50.A23,0,"Poisoning by mixed bacterial vaccines without a pertussis component, assault",混合細菌性疫苗（不含百日混合疫苗）被加害中毒
T50.A23A,1,"Poisoning by mixed bacterial vaccines without a pertussis component, assault, initial encounter",混合細菌性疫苗（不含百日混合疫苗）被加害中毒之初期照護
T50.A23D,1,"Poisoning by mixed bacterial vaccines without a pertussis component, assault, subsequent encounter",混合細菌性疫苗（不含百日混合疫苗）被加害中毒之後續照護
T50.A23S,1,"Poisoning by mixed bacterial vaccines without a pertussis component, assault, sequela",混合細菌性疫苗（不含百日混合疫苗）被加害中毒之後遺症
T50.A24,0,"Poisoning by mixed bacterial vaccines without a pertussis component, undetermined",混合細菌性疫苗（不含百日混合疫苗）意圖未明中毒
T50.A24A,1,"Poisoning by mixed bacterial vaccines without a pertussis component, undetermined, initial encounter",混合細菌性疫苗（不含百日混合疫苗）意圖未明中毒之初期照護
T50.A24D,1,"Poisoning by mixed bacterial vaccines without a pertussis component, undetermined, subsequent encounter",混合細菌性疫苗（不含百日混合疫苗）意圖未明中毒之後續照護
T50.A24S,1,"Poisoning by mixed bacterial vaccines without a pertussis component, undetermined, sequela",混合細菌性疫苗（不含百日混合疫苗）意圖未明中毒之後遺症
T50.A25,0,Adverse effect of mixed bacterial vaccines without a pertussis component,混合細菌性疫苗（不含百日混合疫苗）不良反應
T50.A25A,1,"Adverse effect of mixed bacterial vaccines without a pertussis component, initial encounter",混合細菌性疫苗（不含百日混合疫苗）不良反應之初期照護
