name,use,name_en,name_ch
C49.A9,1,Gastrointestinal stromal tumor of other sites,其他部位之胃腸道間質瘤
C4A,0,Merkel cell carcinoma,梅克爾細胞癌
C4A.0,1,Merkel cell carcinoma of lip,唇梅克爾細胞癌
C4A.1,0,"Merkel cell carcinoma of eyelid, including canthus",眼瞼(含眼角)梅克爾細胞癌
C4A.10,1,"Merkel cell carcinoma of unspecified eyelid, including canthus",未明示側性眼瞼(含眼角)梅克爾細胞癌
C4A.11,0,"Merkel cell carcinoma of right eyelid, including canthus",右側眼瞼(含眼角)梅克爾細胞癌
C4A.111,1,"Merkel cell carcinoma of right upper eyelid, including canthus",右側上眼瞼(含眼角)梅克爾細胞癌
C4A.112,1,"Merkel cell carcinoma of right lower eyelid, including canthus",右側下眼瞼(含眼角)梅克爾細胞癌
C4A.12,0,"Merkel cell carcinoma of left eyelid, including canthus",左側眼瞼(含眼角)梅克爾細胞癌
C4A.121,1,"Merkel cell carcinoma of left upper eyelid, including canthus",左側上眼瞼(含眼角)梅克爾細胞癌
C4A.122,1,"Merkel cell carcinoma of left lower eyelid, including canthus",左側下眼瞼(含眼角)梅克爾細胞癌
C4A.2,0,Merkel cell carcinoma of ear and external auricular canal,耳及外耳道梅克爾細胞癌
C4A.20,1,Merkel cell carcinoma of unspecified ear and external auricular canal,未明示側性耳及外耳道梅克爾細胞癌
C4A.21,1,Merkel cell carcinoma of right ear and external auricular canal,右側耳及外耳道梅克爾細胞癌
C4A.22,1,Merkel cell carcinoma of left ear and external auricular canal,左側耳及外耳道梅克爾細胞癌
C4A.3,0,Merkel cell carcinoma of other and unspecified parts of face,顏面其他及未明示部位梅克爾細胞癌
C4A.30,1,Merkel cell carcinoma of unspecified part of face,顏面未明示部位梅克爾細胞癌
C4A.31,1,Merkel cell carcinoma of nose,鼻梅克爾細胞癌
C4A.39,1,Merkel cell carcinoma of other parts of face,顏面其他部位梅克爾細胞癌
C4A.4,1,Merkel cell carcinoma of scalp and neck,頭皮及頸梅克爾細胞癌
C4A.5,0,Merkel cell carcinoma of trunk,軀幹梅克爾細胞癌
C4A.51,1,Merkel cell carcinoma of anal skin,肛門皮膚梅克爾細胞癌
C4A.52,1,Merkel cell carcinoma of skin of breast,乳房皮膚梅克爾細胞癌
C4A.59,1,Merkel cell carcinoma of other part of trunk,軀幹其他部位梅克爾細胞癌
C4A.6,0,"Merkel cell carcinoma of upper limb, including shoulder",上肢(含肩部)梅克爾細胞癌
C4A.60,1,"Merkel cell carcinoma of unspecified upper limb, including shoulder",未明示側性上肢(含肩部)梅克爾細胞癌
C4A.61,1,"Merkel cell carcinoma of right upper limb, including shoulder",右側上肢(含肩部)梅克爾細胞癌
C4A.62,1,"Merkel cell carcinoma of left upper limb, including shoulder",左側上肢(含肩部)梅克爾細胞癌
C4A.7,0,"Merkel cell carcinoma of lower limb, including hip",下肢(含髖部)梅克爾細胞癌
C4A.70,1,"Merkel cell carcinoma of unspecified lower limb, including hip",未明示側性下肢(含髖部)梅克爾細胞癌
C4A.71,1,"Merkel cell carcinoma of right lower limb, including hip",右側下肢(含髖部)梅克爾細胞癌
C4A.72,1,"Merkel cell carcinoma of left lower limb, including hip",左側下肢(含髖部)梅克爾細胞癌
C4A.8,1,Merkel cell carcinoma of overlapping sites,重疊部位梅克爾細胞癌
C4A.9,1,"Merkel cell carcinoma, unspecified",梅克爾細胞癌
C50,0,Malignant neoplasm of breast,乳房惡性腫瘤
C50.0,0,Malignant neoplasm of nipple and areola,乳房乳頭及乳暈之惡性腫瘤
C50.01,0,"Malignant neoplasm of nipple and areola, female",女性乳房乳頭及乳暈之惡性腫瘤
C50.011,1,"Malignant neoplasm of nipple and areola, right female breast",女性右側乳房乳頭及乳暈之惡性腫瘤
C50.012,1,"Malignant neoplasm of nipple and areola, left female breast",女性左側乳房乳頭及乳暈之惡性腫瘤
C50.019,1,"Malignant neoplasm of nipple and areola, unspecified female breast",女性未明示側性乳房乳頭及乳暈之惡性腫瘤
C50.02,0,"Malignant neoplasm of nipple and areola, male",男性乳房乳頭及乳暈之惡性腫瘤
C50.021,1,"Malignant neoplasm of nipple and areola, right male breast",男性右側乳房乳頭及乳暈之惡性腫瘤
C50.022,1,"Malignant neoplasm of nipple and areola, left male breast",男性左側乳房乳頭及乳暈之惡性腫瘤
C50.029,1,"Malignant neoplasm of nipple and areola, unspecified male breast",男性未明示側性乳房乳頭及乳暈之惡性腫瘤
C50.1,0,Malignant neoplasm of central portion of breast,乳房中央位置之惡性腫瘤
C50.11,0,"Malignant neoplasm of central portion of breast, female",女性乳房中央位置之惡性腫瘤
C50.111,1,Malignant neoplasm of central portion of right female breast,女性右側乳房中央位置之惡性腫瘤
C50.112,1,Malignant neoplasm of central portion of left female breast,女性左側乳房中央位置之惡性腫瘤
C50.119,1,Malignant neoplasm of central portion of unspecified female breast,女性未明示側性乳房之中央位置惡性腫瘤
C50.12,0,"Malignant neoplasm of central portion of breast, male",男性乳房中央位置之惡性腫瘤
C50.121,1,Malignant neoplasm of central portion of right male breast,男性右側乳房中央位置之惡性腫瘤
C50.122,1,Malignant neoplasm of central portion of left male breast,左側男性乳房中央位置之惡性腫瘤
C50.129,1,Malignant neoplasm of central portion of unspecified male breast,男性未明示側性乳房中央位置之惡性腫瘤
C50.2,0,Malignant neoplasm of upper-inner quadrant of breast,乳房內上四分之一惡性腫瘤
C50.21,0,"Malignant neoplasm of upper-inner quadrant of breast, female",女性乳房內上四分之一惡性腫瘤
C50.211,1,Malignant neoplasm of upper-inner quadrant of right female breast,女性右側乳房內上四分之一惡性腫瘤
C50.212,1,Malignant neoplasm of upper-inner quadrant of left female breast,左側女性乳房內上四分之一惡性腫瘤
C50.219,1,Malignant neoplasm of upper-inner quadrant of unspecified female breast,女性未明示側性乳房內上四分之一惡性腫瘤
C50.22,0,"Malignant neoplasm of upper-inner quadrant of breast, male",男性乳房內上四分之一惡性腫瘤
C50.221,1,Malignant neoplasm of upper-inner quadrant of right male breast,男性右側乳房內上四分之一惡性腫瘤
C50.222,1,Malignant neoplasm of upper-inner quadrant of left male breast,男性左側乳房內上四分之一惡性腫瘤
C50.229,1,Malignant neoplasm of upper-inner quadrant of unspecified male breast,男性未明示側性乳房內上四分之一惡性腫瘤
C50.3,0,Malignant neoplasm of lower-inner quadrant of breast,乳房內下四分之一惡性腫瘤
C50.31,0,"Malignant neoplasm of lower-inner quadrant of breast, female",女性乳房內下四分之一惡性腫瘤
C50.311,1,Malignant neoplasm of lower-inner quadrant of right female breast,女性右側乳房內下四分之一惡性腫瘤
C50.312,1,Malignant neoplasm of lower-inner quadrant of left female breast,左側女性乳房內下四分之一惡性腫瘤
C50.319,1,Malignant neoplasm of lower-inner quadrant of unspecified female breast,女性未明示側性乳房內下四分之一惡性腫瘤
C50.32,0,"Malignant neoplasm of lower-inner quadrant of breast, male",男性乳房內下四分之一惡性腫瘤
C50.321,1,Malignant neoplasm of lower-inner quadrant of right male breast,男性右側乳房內下四分之一惡性腫瘤
C50.322,1,Malignant neoplasm of lower-inner quadrant of left male breast,男性左側乳房內下四分之一惡性腫瘤
C50.329,1,Malignant neoplasm of lower-inner quadrant of unspecified male breast,男性未明示側性乳房內下四分之一惡性腫瘤
C50.4,0,Malignant neoplasm of upper-outer quadrant of breast,乳房外上四分之一惡性腫瘤
C50.41,0,"Malignant neoplasm of upper-outer quadrant of breast, female",女性乳房外上四分之一惡性腫瘤
C50.411,1,Malignant neoplasm of upper-outer quadrant of right female breast,女性右側乳房外上四分之一惡性腫瘤
C50.412,1,Malignant neoplasm of upper-outer quadrant of left female breast,女性左側乳房外上四分之一惡性腫瘤
C50.419,1,Malignant neoplasm of upper-outer quadrant of unspecified female breast,女性未明示側性乳房外上四分之一惡性腫瘤
C50.42,0,"Malignant neoplasm of upper-outer quadrant of breast, male",男性乳房外上四分之一惡性腫瘤
C50.421,1,Malignant neoplasm of upper-outer quadrant of right male breast,男性右側乳房外上四分之一惡性腫瘤
C50.422,1,Malignant neoplasm of upper-outer quadrant of left male breast,男性左側乳房外上四分之一惡性腫瘤
C50.429,1,Malignant neoplasm of upper-outer quadrant of unspecified male breast,男性未明示側性乳房外上四分之一惡性腫瘤
C50.5,0,Malignant neoplasm of lower-outer quadrant of breast,乳房外下四分之一惡性腫瘤
C50.51,0,"Malignant neoplasm of lower-outer quadrant of breast, female",女性乳房外下四分之一惡性腫瘤
C50.511,1,Malignant neoplasm of lower-outer quadrant of right female breast,女性右側乳房外下四分之一惡性腫瘤
C50.512,1,Malignant neoplasm of lower-outer quadrant of left female breast,女性左側乳房外下四分之一惡性腫瘤
C50.519,1,Malignant neoplasm of lower-outer quadrant of unspecified female breast,女性未明示側性乳房外下四分之一惡性腫瘤
C50.52,0,"Malignant neoplasm of lower-outer quadrant of breast, male",男性乳房外下四分之一惡性腫瘤
C50.521,1,Malignant neoplasm of lower-outer quadrant of right male breast,男性右側乳房外下四分之一惡性腫瘤
C50.522,1,Malignant neoplasm of lower-outer quadrant of left male breast,男性左側乳房外下四分之一惡性腫瘤
C50.529,1,Malignant neoplasm of lower-outer quadrant of unspecified male breast,男性未明示側性乳房外下四分之一惡性腫瘤
C50.6,0,Malignant neoplasm of axillary tail of breast,乳房腋側尾端之惡性腫瘤
C50.61,0,"Malignant neoplasm of axillary tail of breast, female",女性乳房腋側尾端之惡性腫瘤
C50.611,1,Malignant neoplasm of axillary tail of right female breast,女性右側乳房腋側尾端之惡性腫瘤
C50.612,1,Malignant neoplasm of axillary tail of left female breast,女性左側乳房腋側尾端之惡性腫瘤
C50.619,1,Malignant neoplasm of axillary tail of unspecified female breast,女性未明示側性乳房腋側尾端之惡性腫瘤
C50.62,0,"Malignant neoplasm of axillary tail of breast, male",男性乳房腋側尾端之惡性腫瘤
C50.621,1,Malignant neoplasm of axillary tail of right male breast,男性右側乳房腋側尾端之惡性腫瘤
C50.622,1,Malignant neoplasm of axillary tail of left male breast,男性左側乳房腋側尾端之惡性腫瘤
C50.629,1,Malignant neoplasm of axillary tail of unspecified male breast,男性未明示側性乳房腋側尾端之惡性腫瘤
C50.8,0,Malignant neoplasm of overlapping sites of breast,乳房重疊部位之惡性腫瘤
C50.81,0,"Malignant neoplasm of overlapping sites of breast, female",女性乳房重疊部位之惡性腫瘤
C50.811,1,Malignant neoplasm of overlapping sites of right female breast,女性右側乳房重疊部位之惡性腫瘤
C50.812,1,Malignant neoplasm of overlapping sites of left female breast,女性左側乳房重疊部位之惡性腫瘤
C50.819,1,Malignant neoplasm of overlapping sites of unspecified female breast,女性未明示側性乳房重疊部位之惡性腫瘤
C50.82,0,"Malignant neoplasm of overlapping sites of breast, male",男性乳房重疊部位之惡性腫瘤
C50.821,1,Malignant neoplasm of overlapping sites of right male breast,男性右側乳房重疊部位之惡性腫瘤
C50.822,1,Malignant neoplasm of overlapping sites of left male breast,男性左側乳房重疊部位之惡性腫瘤
C50.829,1,Malignant neoplasm of overlapping sites of unspecified male breast,男性未明示側性乳房重疊部位之惡性腫瘤
C50.9,0,Malignant neoplasm of breast of unspecified site,未明示部位乳房惡性腫瘤
C50.91,0,"Malignant neoplasm of breast of unspecified site, female",女性未明示部位乳房惡性腫瘤
C50.911,1,Malignant neoplasm of unspecified site of right female breast,女性右側乳房未明示部位惡性腫瘤
C50.912,1,Malignant neoplasm of unspecified site of left female breast,左側女性乳房未明示部位惡性腫瘤
C50.919,1,Malignant neoplasm of unspecified site of unspecified female breast,女性乳房未明示部位惡性腫瘤
C50.92,0,"Malignant neoplasm of breast of unspecified site, male",男性未明示部位乳房惡性腫瘤
C50.921,1,Malignant neoplasm of unspecified site of right male breast,男性右側乳房未明示部位惡性腫瘤
C50.922,1,Malignant neoplasm of unspecified site of left male breast,男性左側乳房未明示部位惡性腫瘤
C50.929,1,Malignant neoplasm of unspecified site of unspecified male breast,男性未明示側性乳房未明示部位惡性腫瘤
C51,0,Malignant neoplasm of vulva,外陰惡性腫瘤
C51.0,1,Malignant neoplasm of labium majus,大陰唇惡性腫瘤
C51.1,1,Malignant neoplasm of labium minus,小陰唇惡性腫瘤
C51.2,1,Malignant neoplasm of clitoris,陰蒂惡性腫瘤
C51.8,1,Malignant neoplasm of overlapping sites of vulva,外陰重疊部位之惡性腫瘤
C51.9,1,"Malignant neoplasm of vulva, unspecified",外陰惡性腫瘤
C52,1,Malignant neoplasm of vagina,陰道惡性腫瘤
C53,0,Malignant neoplasm of cervix uteri,子宮頸惡性腫瘤
C53.0,1,Malignant neoplasm of endocervix,子宮頸內部惡性腫瘤
C53.1,1,Malignant neoplasm of exocervix,子宮頸外部惡性腫瘤
C53.8,1,Malignant neoplasm of overlapping sites of cervix uteri,子宮頸重疊部位之性惡性腫瘤
C53.9,1,"Malignant neoplasm of cervix uteri, unspecified",子宮頸惡性腫瘤
C54,0,Malignant neoplasm of corpus uteri,子宮體惡性腫瘤
C54.0,1,Malignant neoplasm of isthmus uteri,子宮峽部惡性腫瘤
C54.1,1,Malignant neoplasm of endometrium,子宮內膜惡性腫瘤
C54.2,1,Malignant neoplasm of myometrium,子宮肌層惡性腫瘤
C54.3,1,Malignant neoplasm of fundus uteri,子宮底惡性腫瘤
C54.8,1,Malignant neoplasm of overlapping sites of corpus uteri,子宮體重疊部位之惡性腫瘤
C54.9,1,"Malignant neoplasm of corpus uteri, unspecified",子宮體惡性腫瘤
C55,1,"Malignant neoplasm of uterus, part unspecified",未明示部位子宮惡性腫瘤
C56,0,Malignant neoplasm of ovary,卵巢惡性腫瘤
C56.1,1,Malignant neoplasm of right ovary,右側卵巢惡性腫瘤
C56.2,1,Malignant neoplasm of left ovary,左側卵巢惡性腫瘤
C56.9,1,Malignant neoplasm of unspecified ovary,未明示側性卵巢惡性腫瘤
C57,0,Malignant neoplasm of other and unspecified female genital organs,其他及未明示女性生殖器官之惡性腫瘤
C57.0,0,Malignant neoplasm of fallopian tube,輸卵管惡性腫瘤
C57.00,1,Malignant neoplasm of unspecified fallopian tube,未明示側性輸卵管惡性腫瘤
C57.01,1,Malignant neoplasm of right fallopian tube,右側輸卵管惡性腫瘤
C57.02,1,Malignant neoplasm of left fallopian tube,左側輸卵管惡性腫瘤
C57.1,0,Malignant neoplasm of broad ligament,闊韌帶惡性腫瘤
C57.10,1,Malignant neoplasm of unspecified broad ligament,未明示側性闊韌帶惡性腫瘤
C57.11,1,Malignant neoplasm of right broad ligament,右側闊韌帶惡性腫瘤
C57.12,1,Malignant neoplasm of left broad ligament,左側闊韌帶惡性腫瘤
C57.2,0,Malignant neoplasm of round ligament,圓韌帶惡性腫瘤
C57.20,1,Malignant neoplasm of unspecified round ligament,未明示側性圓韌帶惡性腫瘤
C57.21,1,Malignant neoplasm of right round ligament,右側圓韌帶惡性腫瘤
C57.22,1,Malignant neoplasm of left round ligament,左側圓韌帶惡性腫瘤
C57.3,1,Malignant neoplasm of parametrium,子宮旁結締組織惡性腫瘤
C57.4,1,"Malignant neoplasm of uterine adnexa, unspecified",子宮附屬器官之惡性腫瘤
C57.7,1,Malignant neoplasm of other specified female genital organs,其他特定女性生殖器官之惡性腫瘤
C57.8,1,Malignant neoplasm of overlapping sites of female genital organs,女性生殖器官重疊部位之惡性腫瘤
C57.9,1,"Malignant neoplasm of female genital organ, unspecified",女性生殖器官惡性腫瘤
C58,1,Malignant neoplasm of placenta,胎盤惡性腫瘤
C60,0,Malignant neoplasm of penis,陰莖惡性腫瘤
C60.0,1,Malignant neoplasm of prepuce,包皮惡性腫瘤
C60.1,1,Malignant neoplasm of glans penis,龜頭惡性腫瘤
C60.2,1,Malignant neoplasm of body of penis,陰莖惡性腫瘤
C60.8,1,Malignant neoplasm of overlapping sites of penis,陰莖重疊部位之惡性腫瘤
C60.9,1,"Malignant neoplasm of penis, unspecified",陰莖惡性腫瘤
C61,1,Malignant neoplasm of prostate,攝護腺惡性腫瘤
C62,0,Malignant neoplasm of testis,睪丸之惡性腫瘤
C62.0,0,Malignant neoplasm of undescended testis,未下降睪丸[隱睪]之惡性腫瘤
C62.00,1,Malignant neoplasm of unspecified undescended testis,未明示側性未下降睪丸[隱睪]之惡性腫瘤
C62.01,1,Malignant neoplasm of undescended right testis,右側未下降睪丸[隱睪]之惡性腫瘤
C62.02,1,Malignant neoplasm of undescended left testis,左側未下降睪丸[隱睪]之惡性腫瘤
C62.1,0,Malignant neoplasm of descended testis,下降睪丸之惡性腫瘤
C62.10,1,Malignant neoplasm of unspecified descended testis,未明示側性下降睪丸之惡性腫瘤
C62.11,1,Malignant neoplasm of descended right testis,右側下降睪丸之惡性腫瘤
C62.12,1,Malignant neoplasm of descended left testis,左側下降睪丸之惡性腫瘤
C62.9,0,"Malignant neoplasm of testis, unspecified whether descended or undescended",睪丸之惡性腫瘤，未明示是否下降或未下降
C62.90,1,"Malignant neoplasm of unspecified testis, unspecified whether descended or undescended",未明示側性睪丸之惡性腫瘤，未明示是否下降或未下降
C62.91,1,"Malignant neoplasm of right testis, unspecified whether descended or undescended",右側睪丸之惡性腫瘤，未明示是否下降或未下降
C62.92,1,"Malignant neoplasm of left testis, unspecified whether descended or undescended",左側睪丸之惡性腫瘤，未明示是否下降或未下降
C63,0,Malignant neoplasm of other and unspecified male genital organs,其他及未明示男性生殖器官之惡性腫瘤
C63.0,0,Malignant neoplasm of epididymis,副睪惡性腫瘤
C63.00,1,Malignant neoplasm of unspecified epididymis,未明示側性副睪惡性腫瘤
C63.01,1,Malignant neoplasm of right epididymis,右側副睪惡性腫瘤
C63.02,1,Malignant neoplasm of left epididymis,左側副睪惡性腫瘤
C63.1,0,Malignant neoplasm of spermatic cord,精索惡性腫瘤
C63.10,1,Malignant neoplasm of unspecified spermatic cord,未明示側性精索惡性腫瘤
C63.11,1,Malignant neoplasm of right spermatic cord,右側精索惡性腫瘤
C63.12,1,Malignant neoplasm of left spermatic cord,左側精索惡性腫瘤
C63.2,1,Malignant neoplasm of scrotum,陰囊惡性腫瘤
C63.7,1,Malignant neoplasm of other specified male genital organs,其他特定男性生殖器官之惡性腫瘤
C63.8,1,Malignant neoplasm of overlapping sites of male genital organs,男性生殖器官重疊性部位之惡性腫瘤
C63.9,1,"Malignant neoplasm of male genital organ, unspecified",男性生殖器官之惡性腫瘤
C64,0,"Malignant neoplasm of kidney, except renal pelvis",腎臟惡性腫瘤、腎盂除外
C64.1,1,"Malignant neoplasm of right kidney, except renal pelvis",右側腎惡性腫瘤，腎盂除外
C64.2,1,"Malignant neoplasm of left kidney, except renal pelvis",左側腎惡性腫瘤，腎盂除外
C64.9,1,"Malignant neoplasm of unspecified kidney, except renal pelvis",未明示側性腎惡性腫瘤，腎盂除外
C65,0,Malignant neoplasm of renal pelvis,腎盂惡性腫瘤
C65.1,1,Malignant neoplasm of right renal pelvis,右側腎盂惡性腫瘤
C65.2,1,Malignant neoplasm of left renal pelvis,左側腎盂惡性腫瘤
C65.9,1,Malignant neoplasm of unspecified renal pelvis,未明示側性腎盂惡性腫瘤
C66,0,Malignant neoplasm of ureter,輸尿管惡性腫瘤
C66.1,1,Malignant neoplasm of right ureter,右側輸尿管惡性腫瘤
C66.2,1,Malignant neoplasm of left ureter,左側輸尿管惡性腫瘤
C66.9,1,Malignant neoplasm of unspecified ureter,未明示側性輸尿管惡性腫瘤
C67,0,Malignant neoplasm of bladder,膀胱惡性腫瘤
C67.0,1,Malignant neoplasm of trigone of bladder,膀胱三角惡性腫瘤
C67.1,1,Malignant neoplasm of dome of bladder,膀胱圓頂惡性腫瘤
C67.2,1,Malignant neoplasm of lateral wall of bladder,膀胱側壁惡性腫瘤
C67.3,1,Malignant neoplasm of anterior wall of bladder,膀胱前壁惡性腫瘤
C67.4,1,Malignant neoplasm of posterior wall of bladder,膀胱後壁惡性腫瘤
C67.5,1,Malignant neoplasm of bladder neck,膀胱頸惡性腫瘤
C67.6,1,Malignant neoplasm of ureteric orifice,輸尿管口惡性腫瘤
C67.7,1,Malignant neoplasm of urachus,臍尿管惡性腫瘤
C67.8,1,Malignant neoplasm of overlapping sites of bladder,膀胱重疊部位之惡性腫瘤
C67.9,1,"Malignant neoplasm of bladder, unspecified",膀胱惡性腫瘤
C68,0,Malignant neoplasm of other and unspecified urinary organs,其他及未明示泌尿器官之惡性腫瘤
C68.0,1,Malignant neoplasm of urethra,尿道惡性腫瘤
C68.1,1,Malignant neoplasm of paraurethral glands,尿道旁腺惡性腫瘤
C68.8,1,Malignant neoplasm of overlapping sites of urinary organs,泌尿器官重疊部位之惡性腫瘤
C68.9,1,"Malignant neoplasm of urinary organ, unspecified",泌尿器官之惡性腫瘤
C69,0,Malignant neoplasm of eye and adnexa,眼及附屬器官惡性腫瘤
C69.0,0,Malignant neoplasm of conjunctiva,結膜惡性腫瘤
C69.00,1,Malignant neoplasm of unspecified conjunctiva,未明示側性結膜惡性腫瘤
C69.01,1,Malignant neoplasm of right conjunctiva,右側結膜惡性腫瘤
C69.02,1,Malignant neoplasm of left conjunctiva,左側結膜惡性腫瘤
C69.1,0,Malignant neoplasm of cornea,角膜惡性腫瘤
C69.10,1,Malignant neoplasm of unspecified cornea,未明示側性角膜惡性腫瘤
C69.11,1,Malignant neoplasm of right cornea,右側角膜惡性腫瘤
C69.12,1,Malignant neoplasm of left cornea,左側角膜惡性腫瘤
C69.2,0,Malignant neoplasm of retina,視網膜惡性腫瘤
C69.20,1,Malignant neoplasm of unspecified retina,未明示側性視網膜惡性腫瘤
C69.21,1,Malignant neoplasm of right retina,右側視網膜惡性腫瘤
C69.22,1,Malignant neoplasm of left retina,左側視網膜惡性腫瘤
C69.3,0,Malignant neoplasm of choroid,脈絡膜惡性腫瘤
C69.30,1,Malignant neoplasm of unspecified choroid,未明示側性眼脈絡膜惡性腫瘤
C69.31,1,Malignant neoplasm of right choroid,右側眼脈絡膜惡性腫瘤
C69.32,1,Malignant neoplasm of left choroid,左側眼脈絡膜惡性腫瘤
C69.4,0,Malignant neoplasm of ciliary body,睫狀體惡性腫瘤
C69.40,1,Malignant neoplasm of unspecified ciliary body,未明示側性睫狀體惡性腫瘤
C69.41,1,Malignant neoplasm of right ciliary body,右側睫狀體惡性腫瘤
C69.42,1,Malignant neoplasm of left ciliary body,左側睫狀體惡性腫瘤
C69.5,0,Malignant neoplasm of lacrimal gland and duct,淚腺及淚管惡性腫瘤
C69.50,1,Malignant neoplasm of unspecified lacrimal gland and duct,未明示側性淚腺及淚管惡性腫瘤
C69.51,1,Malignant neoplasm of right lacrimal gland and duct,右側淚腺及淚管惡性腫瘤
C69.52,1,Malignant neoplasm of left lacrimal gland and duct,左側淚腺及淚管惡性腫瘤
C69.6,0,Malignant neoplasm of orbit,眼眶惡性腫瘤
C69.60,1,Malignant neoplasm of unspecified orbit,未明示側性眼眶惡性腫瘤
C69.61,1,Malignant neoplasm of right orbit,右側眼眶惡性腫瘤
C69.62,1,Malignant neoplasm of left orbit,左側眼眶惡性腫瘤
C69.8,0,Malignant neoplasm of overlapping sites of eye and adnexa,眼及附屬器官重疊部位之惡性腫瘤
C69.80,1,Malignant neoplasm of overlapping sites of unspecified eye and adnexa,未明示側性眼及附屬器官重疊部位之惡性腫瘤
C69.81,1,Malignant neoplasm of overlapping sites of right eye and adnexa,右側眼及附屬器官重疊部位之惡性腫瘤
C69.82,1,Malignant neoplasm of overlapping sites of left eye and adnexa,左側眼及附屬器官重疊部位之惡性腫瘤
C69.9,0,Malignant neoplasm of unspecified site of eye,未明示部位眼惡性腫瘤
C69.90,1,Malignant neoplasm of unspecified site of unspecified eye,未明示側性眼之惡性腫瘤
C69.91,1,Malignant neoplasm of unspecified site of right eye,右側眼之惡性腫瘤
C69.92,1,Malignant neoplasm of unspecified site of left eye,左側眼之惡性腫瘤
C70,0,Malignant neoplasm of meninges,腦膜惡性腫瘤
C70.0,1,Malignant neoplasm of cerebral meninges,大腦膜惡性腫瘤
C70.1,1,Malignant neoplasm of spinal meninges,脊髓膜惡性腫瘤
C70.9,1,"Malignant neoplasm of meninges, unspecified",腦(脊髓)膜惡性腫瘤
C71,0,Malignant neoplasm of brain,腦惡性腫瘤
C71.0,1,"Malignant neoplasm of cerebrum, except lobes and ventricles",大腦(腦葉及腦室除外)惡性腫瘤
C71.1,1,Malignant neoplasm of frontal lobe,額葉惡性腫瘤
C71.2,1,Malignant neoplasm of temporal lobe,顳葉惡性腫瘤
C71.3,1,Malignant neoplasm of parietal lobe,頂葉惡性腫瘤
C71.4,1,Malignant neoplasm of occipital lobe,枕葉惡性腫瘤
C71.5,1,Malignant neoplasm of cerebral ventricle,大腦室惡性腫瘤
C71.6,1,Malignant neoplasm of cerebellum,小腦惡性腫瘤
C71.7,1,Malignant neoplasm of brain stem,腦幹惡性腫瘤
C71.8,1,Malignant neoplasm of overlapping sites of brain,腦重疊部位之惡性腫瘤
C71.9,1,"Malignant neoplasm of brain, unspecified",腦惡性腫瘤
C72,0,"Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system",脊髓、顱神經及其他中樞神經系統部位惡性腫瘤
C72.0,1,Malignant neoplasm of spinal cord,脊髓惡性腫瘤
C72.1,1,Malignant neoplasm of cauda equina,馬尾惡性腫瘤
C72.2,0,Malignant neoplasm of olfactory nerve,嗅覺神經惡性腫瘤
C72.20,1,Malignant neoplasm of unspecified olfactory nerve,未明示側性嗅覺神經惡性腫瘤
C72.21,1,Malignant neoplasm of right olfactory nerve,右側嗅覺神經惡性腫瘤
C72.22,1,Malignant neoplasm of left olfactory nerve,左側嗅覺神經惡性腫瘤
C72.3,0,Malignant neoplasm of optic nerve,視神經惡性腫瘤
C72.30,1,Malignant neoplasm of unspecified optic nerve,未明示側性視神經惡性腫瘤
C72.31,1,Malignant neoplasm of right optic nerve,右側視神經惡性腫瘤
C72.32,1,Malignant neoplasm of left optic nerve,左側視神經惡性腫瘤
C72.4,0,Malignant neoplasm of acoustic nerve,聽神經惡性腫瘤
C72.40,1,Malignant neoplasm of unspecified acoustic nerve,未明示側性聽神經惡性腫瘤
C72.41,1,Malignant neoplasm of right acoustic nerve,右側聽神經惡性腫瘤
C72.42,1,Malignant neoplasm of left acoustic nerve,左側聽神經惡性腫瘤
C72.5,0,Malignant neoplasm of other and unspecified cranial nerves,其他及未明示顱神經惡性腫瘤
C72.50,1,Malignant neoplasm of unspecified cranial nerve,未明示顱神經惡性腫瘤
C72.59,1,Malignant neoplasm of other cranial nerves,其他顱神經惡性腫瘤
C72.9,1,"Malignant neoplasm of central nervous system, unspecified",中樞神經系統惡性腫瘤
C73,1,Malignant neoplasm of thyroid gland,甲狀腺惡性腫瘤
C74,0,Malignant neoplasm of adrenal gland,腎上腺惡性腫瘤
C74.0,0,Malignant neoplasm of cortex of adrenal gland,腎上腺皮質惡性腫瘤
C74.00,1,Malignant neoplasm of cortex of unspecified adrenal gland,未明示側性腎上腺皮質惡性腫瘤
C74.01,1,Malignant neoplasm of cortex of right adrenal gland,右側腎上腺皮質惡性腫瘤
C74.02,1,Malignant neoplasm of cortex of left adrenal gland,左側腎上腺皮質惡性腫瘤
C74.1,0,Malignant neoplasm of medulla of adrenal gland,腎上腺髓質惡性腫瘤
C74.10,1,Malignant neoplasm of medulla of unspecified adrenal gland,未明示側性腎上腺髓質惡性腫瘤
C74.11,1,Malignant neoplasm of medulla of right adrenal gland,右側腎上腺髓質惡性腫瘤
C74.12,1,Malignant neoplasm of medulla of left adrenal gland,左側腎上腺髓質惡性腫瘤
C74.9,0,Malignant neoplasm of unspecified part of adrenal gland,腎上腺惡性腫瘤
C74.90,1,Malignant neoplasm of unspecified part of unspecified adrenal gland,未明示側性腎上腺惡性腫瘤
C74.91,1,Malignant neoplasm of unspecified part of right adrenal gland,右側腎上腺惡性腫瘤
C74.92,1,Malignant neoplasm of unspecified part of left adrenal gland,左側腎上腺惡性腫瘤
